SKU,Parent_SKU,Parent_SKU Name,Product_Name,Brand,Category,Sub_Category,Model_Number,MRP,Purchase Price,Profit % Multiplier,Selling_Price,Stock_Quantity,Attribute_Color,Attribute_Storage,Attribute_RAM,Filter_OS,Filter_Screen_Size_inch,Filter_Display_Type,Filter_Processor,Filter_Primary_Camera_MP,Filter_Battery_mAh,Filter_Network_Type,Technical Specification,Short_Description,Long_Description,Whats_In_The_Box,Image_URL_1,Image_URL_2,Image_URL_3,Image_URL_4,Image_URL_5,Image_URL_6,Video_URL_1,Video_URL_2,HSN_Code,GST_Rate,Shipping_Weight_kg,Shipping_Dimensions_cm,URL_Slug,Meta_Title,Meta_Description
SAM-S25ULT-512-TJB,SAM-S25ULTRA,Samsung Galaxy S25 Ultra,"Samsung Galaxy S25 Ultra 5G (Titanium Jetblack, 12GB, 512GB)",Samsung,Mobiles,Smartphones,SM-S938BZSC,141999,,,,,Titanium Jetblack,512GB,12GB,Android 15,,Dynamic AMOLED 2X,Snapdragon 8 Elite,200,5000,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s25-ultra/buy/product_color_jetBlack_PC.png?imbypass=true,,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/S25_Titanium_PDP_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-ultra/buy/kv_global_PC_v2.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/Provisual_engine_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/Performance_1600x864.jpg?imbypass=true,https://images.samsung.com/is/content/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/01_Color_Group_Online-Exclusive-KV_video_PC.mp14,,,,,,,,
SAM-S25ULT-256-TJB,SAM-S25ULTRA,Samsung Galaxy S25 Ultra,"Samsung Galaxy S25 Ultra 5G (Titanium Jetblack, 12GB, 256GB)",Samsung,Mobiles,Smartphones,SM-S938BAKB,129999,,,,,Titanium Jetblack,256GB,12GB,Android 15,,Dynamic AMOLED 2X,Snapdragon 8 Elite,200,5000,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s25-ultra/buy/product_color_jetBlack_PC.png?imbypass=true,,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/S25_Titanium_PDP_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-ultra/buy/kv_global_PC_v2.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/Provisual_engine_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/Performance_1600x864.jpg?imbypass=true,https://images.samsung.com/is/content/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/01_Color_Group_Online-Exclusive-KV_video_PC.mp15,,,,,,,,
SAM-S25ULT-512-TJG,SAM-S25ULTRA,Samsung Galaxy S25 Ultra,"Samsung Galaxy S25 Ultra 5G (Titanium Jadegreen, 12GB, 512GB)",Samsung,Mobiles,Smartphones,SM-S938BZGC,141999,,,,,Titanium Jadegreen,512GB,12GB,Android 15,,Dynamic AMOLED 2X,Snapdragon 8 Elite,200,5000,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s25-ultra/buy/product_color_jadeGreen_PC.png?imbypass=true,,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/S25_Titanium_PDP_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-ultra/buy/kv_global_PC_v2.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/Provisual_engine_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/Performance_1600x864.jpg?imbypass=true,https://images.samsung.com/is/content/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/01_Color_Group_Online-Exclusive-KV_video_PC.mp16,,,,,,,,
SAM-S25ULT-256-TJG,SAM-S25ULTRA,Samsung Galaxy S25 Ultra,"Samsung Galaxy S25 Ultra 5G (Titanium Jadegreen, 12GB, 256GB)",Samsung,Mobiles,Smartphones,SM-S938BZGB,129999,,,,,Titanium Jadegreen,256GB,12GB,Android 15,,Dynamic AMOLED 2X,Snapdragon 8 Elite,200,5000,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s25-ultra/buy/product_color_jadeGreen_PC.png?imbypass=true,,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/S25_Titanium_PDP_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-ultra/buy/kv_global_PC_v2.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/Provisual_engine_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/Performance_1600x864.jpg?imbypass=true,https://images.samsung.com/is/content/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/01_Color_Group_Online-Exclusive-KV_video_PC.mp17,,,,,,,,
SAM-S25ULT-512-TPG,SAM-S25ULTRA,Samsung Galaxy S25 Ultra,"Samsung Galaxy S25 Ultra 5G (Titanium Pinkglod, 12GB, 512GB)",Samsung,Mobiles,Smartphones,SM-S938BZDC,141999,,,,,Titanium Pinkglod,512GB,12GB,Android 15,,Dynamic AMOLED 2X,Snapdragon 8 Elite,200,5000,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s25-ultra/buy/product_color_pinkGold_PC.png?imbypass=true,,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/S25_Titanium_PDP_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-ultra/buy/kv_global_PC_v2.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/Provisual_engine_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/Performance_1600x864.jpg?imbypass=true,https://images.samsung.com/is/content/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/01_Color_Group_Online-Exclusive-KV_video_PC.mp18,,,,,,,,
SAM-S25ULT-256-TPG,SAM-S25ULTRA,Samsung Galaxy S25 Ultra,"Samsung Galaxy S25 Ultra 5G (Titanium Pinkglod, 12GB, 256GB)",Samsung,Mobiles,Smartphones,SM-S938BZDB,129999,,,,,Titanium Pinkglod,256GB,12GB,Android 15,,Dynamic AMOLED 2X,Snapdragon 8 Elite,200,5000,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s25-ultra/buy/product_color_pinkGold_PC.png?imbypass=true,,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/S25_Titanium_PDP_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-ultra/buy/kv_global_PC_v2.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/Provisual_engine_1600x864.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/Performance_1600x864.jpg?imbypass=true,https://images.samsung.com/is/content/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/01_Color_Group_Online-Exclusive-KV_video_PC.mp19,,,,,,,,
,,," 5G (, , )",,,,,,,,,,,,,,,,,,,5G,,,,,,,,,,,,,,,,,,,
SAM-S25 Edge-512-TS,SAM-S25ULTRA,Samsung Galaxy S25 Edge,"Samsung Galaxy S25 Edge 5G (Titanium Silver, 12GB, 512GB)",Samsung,Mobiles,Smartphones,SM-S937BZSC,109999,,,,,Titanium Silver,512GB,12GB,Android 15,,Dynamic AMOLED 2X,Snapdragon 8 Elite,200,3900,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/product_color_titaniumSilver_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/kv_formFactor_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/Color_3000x2000.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/kv_slimness_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/4_Slim%20Design_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/4_Slim%20Design_1600x864.jpg?imbypass=true,,,,,,,,,
SAM-S25 Edge-256-TS,SAM-S25ULTRA,Samsung Galaxy S25 Edge,"Samsung Galaxy S25 Edge 5G (Titanium Silver, 12GB, 256GB)",Samsung,Mobiles,Smartphones,SM-S937BZSB,121999,,,,,Titanium Silver,256GB,12GB,Android 15,,Dynamic AMOLED 2X,Snapdragon 8 Elite,200,3900,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/product_color_titaniumSilver_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/kv_formFactor_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/Color_3000x2000.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/kv_slimness_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/4_Slim%20Design_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/4_Slim%20Design_1600x864.jpg?imbypass=true,,,,,,,,,
SAM-S25 Edge-512-TJB,SAM-S25ULTRA,Samsung Galaxy S25 Edge,"Samsung Galaxy S25 Edge 5G (Titanium Jetblack, 12GB, 512GB)",Samsung,Mobiles,Smartphones,SM-S937BZKC,109999,,,,,Titanium Jetblack,512GB,12GB,Android 15,,Dynamic AMOLED 2X,Snapdragon 8 Elite,200,3900,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/product_color_titaniumJetblack_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/ps_2504/gallery/in-galaxy-s25-s937-sm-s937bzkcins-546082646?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/Color_3000x2000.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/kv_slimness_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/4_Slim%20Design_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/4_Slim%20Design_1600x864.jpg?imbypass=true,,,,,,,,,
SAM-S25 Edge-256-TJB,SAM-S25ULTRA,Samsung Galaxy S25 Edge,"Samsung Galaxy S25 Edge 5G (Titanium Jetblack, 12GB, 256GB)",Samsung,Mobiles,Smartphones,SM-S937BZKB,121999,,,,,Titanium Jetblack,256GB,12GB,Android 15,,Dynamic AMOLED 2X,Snapdragon 8 Elite,200,3900,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/product_color_titaniumJetblack_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/ps_2504/gallery/in-galaxy-s25-s937-sm-s937bzkcins-546082646?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/Color_3000x2000.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/kv_slimness_PC.png?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/4_Slim%20Design_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25-edge/buy/4_Slim%20Design_1600x864.jpg?imbypass=true,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAM-S25+ -512-NAVY,SAM-S25+,Samsung Galaxy S25+,"Samsung Galaxy S25+ 5G (Navy, 12GB, 512GB)",Samsung,Mobiles,Smartphones,SM-S936BDBC,111999,,,,,Navy,512GB,12GB,Android 15,,Dynamic AMOLED 2X,Snapdragon 8 Elite,50,4900,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s25/buy/product_color_navy_plus_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/2501/gallery/in-galaxy-s25-s936-sm-s936bdbbins-544669169?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/S25_PDP_exclusive_desktop.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25/buy/display_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25/buy/kv_group_PC_v3.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25/buy/processor_1600x864_copy.jpg?imbypass=true,https://images.samsung.com/is/content/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/02_Color_Group_Online-Exclusive-KV_video_PC.mp4,,,,,,,,
SAM-S25+-256-NAVY,SAM-S25+,Samsung Galaxy S25+,"Samsung Galaxy S25+ 5G (Navy, 12GB, 256GB)",Samsung,Mobiles,Smartphones,SM-S936BDBB,99999,,,,,Navy,256GB,12GB,Android 15,,Dynamic AMOLED 2X,Snapdragon 8 Elite,50,4900,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s25/buy/product_color_navy_plus_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/2501/gallery/in-galaxy-s25-s936-sm-s936bdbbins-544669169?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/S25_PDP_exclusive_desktop.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25/buy/display_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25/buy/kv_group_PC_v3.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25/buy/processor_1600x864_copy.jpg?imbypass=true,https://images.samsung.com/is/content/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/02_Color_Group_Online-Exclusive-KV_video_PC.mp5,,,,,,,,
SAM-S25+-512-SS,SAM-S25+,Samsung Galaxy S25+,"Samsung Galaxy S25+ 5G (Silver Shadow, 12GB, 512GB)",Samsung,Mobiles,Smartphones,SM-S936BZSC,111999,,,,,Silver Shadow,512GB,12GB,Android 15,,Dynamic AMOLED 2X,Snapdragon 8 Elite,50,4900,5G,,,,,https://images.samsung.com/in/smartphones/galaxy-s25/buy/product_color_silverShadow_plus_PC.png?imbypass=true,https://images.samsung.com/is/image/samsung/p6pim/in/2501/gallery/in-galaxy-s25-s936-sm-s936bzsbins-544669245?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/S25_PDP_exclusive_desktop.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25/buy/display_1600x864.jpg?imbypass=true,https://images.samsung.com/in/smartphones/galaxy-s25/buy/kv_group_PC_v3.jpg?imbypass=true,https://images.samsung.com/is/image/samsung/assets/in/smartphones/galaxy-s25/buy/processor_1600x864_copy.jpg?imbypass=true,https://images.samsung.com/is/content/samsung/assets/in/smartphones/galaxy-s25-ultra/buy/02_Color_Group_Online-Exclusive-KV_video_PC.mp6,,,,,,,,
